stock_no,category,colour,shape,carat,carat_band,clarity,cut,polish,symmetry,measurements,depth_pct,table_pct,ratio,lab,cert_no,verify_url,video_url
734-58,White,D,Round,1.8,1.00–1.99ct,VVS2,EX,EX,EX,7.7 X 7.76 X 4.82,62.3,57,0.99,IGI,764610883,https://api.igi.org/viewpdf.php?r=764610883,
735-68,White,D,Round,1.79,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.8 X 7.83 X 4.76,60.9,58,1,IGI,774639265,https://api.igi.org/viewpdf.php?r=774639265,
750-98,White,F,Round,1.78,1.00–1.99ct,VS1,IDEAL,EX,EX,7.78 X 7.82 X 4.71,60.4,59,0.99,IGI,790622295,https://api.igi.org/viewpdf.php?r=790622295,
748-10,White,E,Round,1.77,1.00–1.99ct,VS1,IDEAL,EX,EX,7.78 X 7.82 X 4.78,61.3,56,0.99,IGI,790622396,https://api.igi.org/viewpdf.php?r=790622396,
760-217,White,E,Round,1.73,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.74 X 7.78 X 4.74,61,56,0.99,IGI,821689348,https://api.igi.org/viewpdf.php?r=821689348,
760-404,White,F,Round,1.71,1.00–1.99ct,VVS2,EX,EX,EX,7.56 X 7.59 X 4.78,63.1,58,1,IGI,823643301,https://api.igi.org/viewpdf.php?r=823643301,
755-21,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.11 X 8.15 X 4.95,60.9,60,1,IGI,813657991,https://api.igi.org/viewpdf.php?r=813657991,
746-388,White,E,Round,1.7,1.00–1.99ct,VS1,IDEAL,EX,EX,7.66 X 7.7 X 4.76,62,53,0.99,IGI,790622311,https://api.igi.org/viewpdf.php?r=790622311,
759-267,White,E,Round,1.7,1.00–1.99ct,VS1,IDEAL,EX,EX,7.62 X 7.69 X 4.73,61.9,56,0.99,IGI,818611940,https://api.igi.org/viewpdf.php?r=818611940,
748-43,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.06 X 8.12 X 4.98,61.6,56,0.99,IGI,792648594,https://api.igi.org/viewpdf.php?r=792648594,
760-67,White,F,Round,1.7,1.00–1.99ct,VS1,IDEAL,EX,EX,7.67 X 7.72 X 4.67,60.7,59,0.99,IGI,821689343,https://api.igi.org/viewpdf.php?r=821689343,
759-17,White,E,Round,1.7,1.00–1.99ct,VS1,EX,EX,EX,7.56 X 7.6 X 4.77,63,54,0.99,IGI,819696658,https://api.igi.org/viewpdf.php?r=819696658,
751-91,White,F,Round,1.7,1.00–1.99ct,VS1,EX,EX,EX,7.81 X 7.85 X 4.58,58.5,60,0.99,IGI,795654558,https://api.igi.org/viewpdf.php?r=795654558,
745-40,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS1,EX,EX,EX,8.17 X 8.2 X 4.83,59,62,1,IGI,819615742,https://api.igi.org/viewpdf.php?r=819615742,
748-24,White,F,Round,1.62,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.48 X 7.53 X 4.66,62.1,57,0.99,IGI,790622126,https://api.igi.org/viewpdf.php?r=790622126,
751-4,White,F,Round,1.6,1.00–1.99ct,VS1,IDEAL,EX,EX,7.46 X 7.49 X 4.62,61.9,59,1,IGI,790622127,https://api.igi.org/viewpdf.php?r=790622127,
748-146,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS2,IDEAL,EX,EX,8.13 X 8.16 X 4.95,60.7,57,1,IGI,795648033,https://api.igi.org/viewpdf.php?r=795648033,
746-289,Fancy Colour,Fancy Pink,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.07 X 8.1 X 4.94,61,57,1,IGI,792648599,https://api.igi.org/viewpdf.php?r=792648599,
736-303,White,D,Round,1.59,1.00–1.99ct,VVS2,EX,EX,EX,7.57 X 7.61 X 4.6,60.7,59,0.99,IGI,774639260,https://api.igi.org/viewpdf.php?r=774639260,
740-272,White,F,Round,1.57,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.47 X 7.52 X 4.56,60.8,59,0.99,IGI,779665133,https://api.igi.org/viewpdf.php?r=779665133,
759-515,White,F,Round,1.56,1.00–1.99ct,VS1,IDEAL,EX,EX,7.49 X 7.53 X 4.52,60.2,58,0.99,IGI,819696657,https://api.igi.org/viewpdf.php?r=819696657,
750-46,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS1,IDEAL,VG,EX,8.05 X 8.12 X 4.97,61.5,58,0.99,IGI,802623520,https://api.igi.org/viewpdf.php?r=802623520,
741-42,White,F,Round,1.56,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.39 X 7.44 X 4.6,62,58,0.99,IGI,780643143,https://api.igi.org/viewpdf.php?r=780643143,
761-274,White,E,Round,1.55,1.00–1.99ct,VS1,IDEAL,EX,EX,7.36 X 7.43 X 4.57,61.8,58,0.99,IGI,823684164,https://api.igi.org/viewpdf.php?r=823684164,
759-299,White,G,Round,1.55,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.5 X 7.53 X 4.52,60.1,57,1,IGI,818611938,https://api.igi.org/viewpdf.php?r=818611938,
731-1366,White,E,Round,1.55,1.00–1.99ct,SI1,IDEAL,EX,EX,7.47 X 7.5 X 4.56,60.9,58,1,IGI,762529885,https://api.igi.org/viewpdf.php?r=762529885,
731-122,White,G,Round,1.55,1.00–1.99ct,VS1,IDEAL,EX,EX,7.43 X 7.46 X 4.57,61.4,57,1,IGI,762529880,https://api.igi.org/viewpdf.php?r=762529880,
730-325,White,F,Round,1.55,1.00–1.99ct,VVS1,IDEAL,EX,EX,7.52 X 7.56 X 4.49,59.6,59,0.99,IGI,756529325,https://api.igi.org/viewpdf.php?r=756529325,
760-732,White,E,Round,1.55,1.00–1.99ct,VS1,EX,EX,EX,7.49 X 7.53 X 4.56,60.7,56,0.99,IGI,823643311,https://api.igi.org/viewpdf.php?r=823643311,
743-106,White,F,Round,1.54,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.39 X 7.42 X 4.57,61.7,56,1,IGI,782690444,https://api.igi.org/viewpdf.php?r=782690444,
760-573,White,F,Round,1.54,1.00–1.99ct,VS1,IDEAL,EX,EX,7.5 X 7.56 X 4.49,59.7,59,0.99,IGI,821689345,https://api.igi.org/viewpdf.php?r=821689345,
731-168,White,F,Round,1.54,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.42 X 7.45 X 4.58,61.6,56,1,IGI,760578824,https://api.igi.org/viewpdf.php?r=760578824,
746-156,White,G,Round,1.54,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.51 X 7.53 X 4.55,60.5,57,1,IGI,786622145,https://api.igi.org/viewpdf.php?r=786622145,
753-72,White,D,Round,1.54,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.46 X 7.49 X 4.52,60.5,59,1,IGI,795654612,https://api.igi.org/viewpdf.php?r=795654612,
743-175,White,D,Round,1.54,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.41 X 7.43 X 4.52,60.8,59,1,IGI,784678371,https://api.igi.org/viewpdf.php?r=784678371,
747-29,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.08 X 8.15 X 4.96,61.1,59,0.99,IGI,795648049,https://api.igi.org/viewpdf.php?r=795648049,
745-43,Fancy Colour,Fancy Pink,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.06 X 8.13 X 4.97,61.4,57,0.99,IGI,792648592,https://api.igi.org/viewpdf.php?r=792648592,
746-164,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.03 X 8.05 X 4.99,62,55,1,IGI,792648574,https://api.igi.org/viewpdf.php?r=792648574,
742-427,Fancy Colour,Fancy Pink,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.17 X 8.19 X 4.87,59.6,60,1,IGI,792648610,https://api.igi.org/viewpdf.php?r=792648610,
745-60R,Fancy Colour,Fancy Pink,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.14 X 8.19 X 4.92,60.3,59,0.99,IGI,LG795648053,https://api.igi.org/viewpdf.php?r=LG795648053,
738-44,White,E,Round,1.54,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.46 X 7.51 X 4.52,60.4,57,0.99,IGI,768675541,https://api.igi.org/viewpdf.php?r=768675541,
746-49,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VVS2,EX,EX,EX,7.98 X 8.05 X 5.06,63,57,0.99,IGI,795648039,https://api.igi.org/viewpdf.php?r=795648039,
742-221,White,E,Round,1.54,1.00–1.99ct,VVS1,IDEAL,EX,EX,7.47 X 7.5 X 4.53,60.6,59,1,IGI,784678373,https://api.igi.org/viewpdf.php?r=784678373,
761-440,White,F,Round,1.53,1.00–1.99ct,VS1,IDEAL,EX,EX,7.32 X 7.38 X 4.58,62.3,57,0.99,IGI,824615685,https://api.igi.org/viewpdf.php?r=824615685,
744-509,White,F,Round,1.53,1.00–1.99ct,VS1,IDEAL,EX,EX,7.33 X 7.38 X 4.58,62.3,58,0.99,IGI,795647813,https://api.igi.org/viewpdf.php?r=795647813,
755-270,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,SI1,EX,EX,EX,8 X 8.08 X 5.06,63,55,0.99,IGI,815671304,https://api.igi.org/viewpdf.php?r=815671304,
732-402,White,D,Round,1.53,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.48 X 7.51 X 4.51,60.2,59,1,IGI,764610890,https://api.igi.org/viewpdf.php?r=764610890,
750-122,White,F,Round,1.53,1.00–1.99ct,VS1,IDEAL,EX,EX,7.34 X 7.39 X 4.57,61.9,58,0.99,IGI,790622300,https://api.igi.org/viewpdf.php?r=790622300,
748-39,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VVS2,EX,EX,EX,8.18 X 8.22 X 4.83,58.9,62,1,IGI,792648593,https://api.igi.org/viewpdf.php?r=792648593,
734-65,White,D,Round,1.53,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.46 X 7.52 X 4.47,59.5,60,0.99,IGI,774639291,https://api.igi.org/viewpdf.php?r=774639291,
746-551,White,F,Round,1.53,1.00–1.99ct,VS1,IDEAL,EX,EX,7.43 X 7.46 X 4.57,61.4,57,1,IGI,786622351,https://api.igi.org/viewpdf.php?r=786622351,
754-130,White,F,Round,1.53,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.39 X 7.43 X 4.53,61.1,58,0.99,IGI,795654610,https://api.igi.org/viewpdf.php?r=795654610,
734-92,White,D,Round,1.53,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.43 X 7.5 X 4.56,61,57,0.99,IGI,774639292,https://api.igi.org/viewpdf.php?r=774639292,
751-71,White,G,Round,1.53,1.00–1.99ct,VS1,IDEAL,EX,EX,7.38 X 7.4 X 4.56,61.7,58,1,IGI,795654763,https://api.igi.org/viewpdf.php?r=795654763,
761-447,White,E,Round,1.53,1.00–1.99ct,VS1,IDEAL,EX,EX,7.37 X 7.41 X 4.56,61.7,56,0.99,IGI,823643339,https://api.igi.org/viewpdf.php?r=823643339,
746-427,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.01 X 8.05 X 5.02,62.5,57,1,IGI,795648029,https://api.igi.org/viewpdf.php?r=795648029,
737-577,White,F,Round,1.53,1.00–1.99ct,VS1,IDEAL,EX,EX,7.41 X 7.45 X 4.55,61.2,56,0.99,IGI,779607442,https://api.igi.org/viewpdf.php?r=779607442,
747-80,Fancy Colour,Fancy Pink,Round,2,2.00–2.99ct,VVS2,EX,VG,EX,8.18 X 8.22 X 4.89,59.7,58,1,IGI,802623516,https://api.igi.org/viewpdf.php?r=802623516,
746-431,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.13 X 8.17 X 4.94,60.7,59,1,IGI,795648030,https://api.igi.org/viewpdf.php?r=795648030,
760-393,White,E,Round,1.53,1.00–1.99ct,VS1,EX,EX,EX,7.31 X 7.36 X 4.6,62.7,57,0.99,IGI,823643282,https://api.igi.org/viewpdf.php?r=823643282,
737-575,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.13 X 8.17 X 4.93,60.6,57,1,IGI,779607498,https://api.igi.org/viewpdf.php?r=779607498,
742-70,White,D,Round,1.53,1.00–1.99ct,VVS2,EX,EX,EX,7.29 X 7.34 X 4.58,62.6,59,0.99,IGI,780643146,https://api.igi.org/viewpdf.php?r=780643146,
735-489,White,D,Round,1.53,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.34 X 7.38 X 4.56,62,58,0.99,IGI,769654935,https://api.igi.org/viewpdf.php?r=769654935,
746-649,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.05 X 8.14 X 5.03,62,57,0.99,IGI,792648579,https://api.igi.org/viewpdf.php?r=792648579,
746-517,Fancy Colour,Fancy Pink,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.18 X 8.22 X 4.93,60.1,56,1,IGI,795648032,https://api.igi.org/viewpdf.php?r=795648032,
738-39,White,D,Round,1.53,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.35 X 7.39 X 4.58,62.2,58,0.99,IGI,779607451,https://api.igi.org/viewpdf.php?r=779607451,
745-1,Fancy Colour,Fancy Pink,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.06 X 8.14 X 4.98,61.4,55,0.99,IGI,792648591,https://api.igi.org/viewpdf.php?r=792648591,
746-98,Fancy Colour,Fancy Pink,Round,2,2.00–2.99ct,VVS2,EX,EX,EX,8.04 X 8.12 X 4.93,61.2,57,0.99,IGI,795648052,https://api.igi.org/viewpdf.php?r=795648052,
757-71,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.12 X 8.15 X 4.94,60.7,59,1,IGI,813657992,https://api.igi.org/viewpdf.php?r=813657992,
757-159,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.11 X 8.16 X 4.93,60.6,60,0.99,IGI,815671302,https://api.igi.org/viewpdf.php?r=815671302,
754-47,Fancy Colour,Fancy Pink,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.09 X 8.17 X 4.93,60.6,59,0.99,IGI,802623524,https://api.igi.org/viewpdf.php?r=802623524,
756-209,Fancy Colour,Fancy Vivid Pink,Round,2,2.00–2.99ct,VVS2,EX,EX,EX,8.1 X 8.16 X 4.83,59.3,61,0.99,IGI,813657994,https://api.igi.org/viewpdf.php?r=813657994,
746-36,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.12 X 8.17 X 4.96,60.9,56,0.99,IGI,795648051,https://api.igi.org/viewpdf.php?r=795648051,
754-44,Fancy Colour,Fancy Vivid Blue,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.14 X 8.17 X 4.92,60.3,58,1,IGI,815671299,https://api.igi.org/viewpdf.php?r=815671299,
756-250,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS2,EX,EX,EX,8.14 X 8.17 X 4.84,59.4,59,1,IGI,813657993,https://api.igi.org/viewpdf.php?r=813657993,
758-164,White,D,Round,1.52,1.00–1.99ct,VS1,IDEAL,EX,EX,7.45 X 7.5 X 4.5,60.2,58,0.99,IGI,815648661,https://api.igi.org/viewpdf.php?r=815648661,
761-121,White,E,Round,1.52,1.00–1.99ct,VS1,IDEAL,EX,EX,7.39 X 7.41 X 4.58,61.9,56,1,IGI,823643257,https://api.igi.org/viewpdf.php?r=823643257,
746-125,Fancy Colour,Fancy Pink,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.08 X 8.14 X 4.94,60.9,57,0.99,IGI,795647975,https://api.igi.org/viewpdf.php?r=795647975,
744-26,White,D,Round,1.52,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.37 X 7.4 X 4.51,61.1,60,1,IGI,803618177,https://api.igi.org/viewpdf.php?r=803618177,
759-229,White,E,Round,1.52,1.00–1.99ct,VS1,IDEAL,EX,EX,7.43 X 7.49 X 4.46,59.7,59,0.99,IGI,821689349,https://api.igi.org/viewpdf.php?r=821689349,
739-559,White,D,Round,1.52,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.43 X 7.46 X 4.51,60.5,59,1,IGI,779665139,https://api.igi.org/viewpdf.php?r=779665139,
746-238,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS1,EX,EX,EX,8.18 X 8.21 X 4.88,59.5,57,1,IGI,792648571,https://api.igi.org/viewpdf.php?r=792648571,
751-545,White,G,Round,1.52,1.00–1.99ct,VS1,IDEAL,EX,EX,7.38 X 7.44 X 4.52,60.9,58,0.99,IGI,795654755,https://api.igi.org/viewpdf.php?r=795654755,
756-252,White,F,Round,1.52,1.00–1.99ct,VS1,IDEAL,EX,EX,7.39 X 7.43 X 4.54,61.3,56,0.99,IGI,803618071,https://api.igi.org/viewpdf.php?r=803618071,
751-122,Fancy Colour,Fancy Pink,Round,2,2.00–2.99ct,VS1,EX,EX,EX,8.11 X 8.17 X 4.88,59.9,62,0.99,IGI,802623521,https://api.igi.org/viewpdf.php?r=802623521,
755-490,White,F,Round,1.52,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.35 X 7.41 X 4.49,60.9,59,0.99,IGI,803618179,https://api.igi.org/viewpdf.php?r=803618179,
746-511,White,F,Round,1.52,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.38 X 7.41 X 4.56,61.6,56,1,IGI,784678377,https://api.igi.org/viewpdf.php?r=784678377,
746-242,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.1 X 8.15 X 4.95,60.9,59,0.99,IGI,795648031,https://api.igi.org/viewpdf.php?r=795648031,
761-325,White,F,Round,1.52,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.34 X 7.4 X 4.59,62.4,57,0.99,IGI,824615683,https://api.igi.org/viewpdf.php?r=824615683,
740-278,White,F,Round,1.52,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.41 X 7.46 X 4.48,60.2,60,0.99,IGI,779607444,https://api.igi.org/viewpdf.php?r=779607444,
753-54,White,G,Round,1.52,1.00–1.99ct,VS1,IDEAL,EX,EX,7.4 X 7.44 X 4.53,61.1,58,0.99,IGI,795654756,https://api.igi.org/viewpdf.php?r=795654756,
755-29,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS1,EX,EX,EX,8.03 X 8.11 X 4.92,60.9,59,0.99,IGI,813657989,https://api.igi.org/viewpdf.php?r=813657989,
738-8,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.09 X 8.15 X 4.89,60.3,60,0.99,IGI,782627696,https://api.igi.org/viewpdf.php?r=782627696,
751-96,White,F,Round,1.52,1.00–1.99ct,VS1,IDEAL,EX,EX,7.42 X 7.46 X 4.5,60.6,59,0.99,IGI,795654761,https://api.igi.org/viewpdf.php?r=795654761,
735-405,White,D,Round,1.52,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.45 X 7.5 X 4.5,60.2,59,0.99,IGI,769654938,https://api.igi.org/viewpdf.php?r=769654938,
746-926,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.12 X 8.16 X 4.87,59.8,59,1,IGI,792648597,https://api.igi.org/viewpdf.php?r=792648597,
744-52,White,D,Round,1.52,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.29 X 7.35 X 4.57,62.3,58,0.99,IGI,803618173,https://api.igi.org/viewpdf.php?r=803618173,
747-209,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS1,EX,EX,EX,8.19 X 8.24 X 4.86,59.2,59,0.99,IGI,807660743,https://api.igi.org/viewpdf.php?r=807660743,
751-13,White,F,Round,1.51,1.00–1.99ct,VS1,IDEAL,EX,EX,7.36 X 7.42 X 4.5,60.9,59,0.99,IGI,795654594,https://api.igi.org/viewpdf.php?r=795654594,
746-25,Fancy Colour,Fancy Pink,Round,2,2.00–2.99ct,VS2,IDEAL,EX,EX,8.03 X 8.07 X 5,62.1,59,1,IGI,795648040,https://api.igi.org/viewpdf.php?r=795648040,
759-517,White,G,Round,1.51,1.00–1.99ct,VS1,IDEAL,EX,EX,7.39 X 7.43 X 4.47,60.3,58,0.99,IGI,818696493,https://api.igi.org/viewpdf.php?r=818696493,
734-68,White,D,Round,1.51,1.00–1.99ct,VS1,IDEAL,EX,EX,7.43 X 7.44 X 4.45,59.8,60,1,IGI,769654927,https://api.igi.org/viewpdf.php?r=769654927,
755-515,Fancy Colour,Fancy Vivid Pink,Oval,2,2.00–2.99ct,VVS2,,EX,EX,10.07 X 7.24 X 4.38,60.5,63,1.39,IGI,815671311,https://api.igi.org/viewpdf.php?r=815671311,
746-509,Fancy Colour,Fancy Intense Pink,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.1 X 8.16 X 4.96,60.9,56,0.99,IGI,795647990,https://api.igi.org/viewpdf.php?r=795647990,
752-17,White,F,Round,1.51,1.00–1.99ct,VS1,EX,EX,EX,7.47 X 7.5 X 4.4,58.8,60,1,IGI,803618137,https://api.igi.org/viewpdf.php?r=803618137,
704-100,Fancy Colour,Fancy Intense Pink,Round,1.99,1.00–1.99ct,VVS2,IDEAL,EX,EX,8.15 X 8.23 X 4.89,59.8,59,0.99,IGI,719561971,https://api.igi.org/viewpdf.php?r=719561971,
747-143,Fancy Colour,Fancy Pink,Round,1.99,1.00–1.99ct,VVS2,EX,EX,EX,8.19 X 8.25 X 4.83,58.8,60,0.99,IGI,813657995,https://api.igi.org/viewpdf.php?r=813657995,
751-100,Fancy Colour,Fancy Pink,Round,1.99,1.00–1.99ct,VS2,IDEAL,EX,EX,8.05 X 8.11 X 4.95,61.3,58,0.99,IGI,813657997,https://api.igi.org/viewpdf.php?r=813657997,
730-319,White,F,Round,1.51,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.37 X 7.41 X 4.54,61.4,56,0.99,IGI,756529304,https://api.igi.org/viewpdf.php?r=756529304,
734-54,White,D,Round,1.51,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.47 X 7.5 X 4.44,59.3,57,1,IGI,769654845,https://api.igi.org/viewpdf.php?r=769654845,
755-204,Fancy Colour,Fancy Intense Pink,Round,1.99,1.00–1.99ct,VS1,IDEAL,EX,EX,8.17 X 8.23 X 4.86,59.4,58,0.99,IGI,813657996,https://api.igi.org/viewpdf.php?r=813657996,
746-714,Fancy Colour,Fancy Intense Pink,Round,1.99,1.00–1.99ct,VS2,IDEAL,EX,EX,8.07 X 8.1 X 5.01,62,55,1,IGI,795648048,https://api.igi.org/viewpdf.php?r=795648048,
752-5,White,E,Round,1.51,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.36 X 7.39 X 4.52,61.4,59,1,IGI,803618056,https://api.igi.org/viewpdf.php?r=803618056,
698-156,Fancy Colour,Fancy Intense Pink,Round,1.98,1.00–1.99ct,VVS2,IDEAL,EX,EX,8.07 X 8.1 X 4.91,60.7,59,1,IGI,690513566,https://api.igi.org/viewpdf.php?r=690513566,
704-10,Fancy Colour,Fancy Intense Pink,Round,1.96,1.00–1.99ct,VVS2,IDEAL,EX,EX,8 X 8.04 X 4.96,61.8,54,1,IGI,720579069,https://api.igi.org/viewpdf.php?r=720579069,
740-281,Fancy Colour,Fancy Deep Orange,Round,1.94,1.00–1.99ct,VVS2,EX,EX,EX,7.97 X 8.05 X 4.85,60.5,60,0.99,IGI,798602658,https://api.igi.org/viewpdf.php?r=798602658,
760-600,White,D,Round,1.51,1.00–1.99ct,VVS1,IDEAL,EX,EX,7.42 X 7.47 X 4.45,59.9,59,0.99,IGI,823643246,https://api.igi.org/viewpdf.php?r=823643246,
751-26,White,F,Round,1.51,1.00–1.99ct,VS1,EX,EX,EX,7.43 X 7.46 X 4.46,60,59,1,IGI,790622440,https://api.igi.org/viewpdf.php?r=790622440,
747-91,Fancy Colour,Fancy Intense Pink,Round,1.92,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.96 X 7.99 X 4.88,61.2,59,1,IGI,795648028,https://api.igi.org/viewpdf.php?r=795648028,
750-84,White,F,Round,1.51,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.39 X 7.42 X 4.51,61,59,1,IGI,790622371,https://api.igi.org/viewpdf.php?r=790622371,
761-317,White,E,Round,1.51,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.3 X 7.35 X 4.55,62.1,56,0.99,IGI,823684110,https://api.igi.org/viewpdf.php?r=823684110,
760-501,White,F,Round,1.51,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.38 X 7.45 X 4.49,60.5,57,0.99,IGI,821689333,https://api.igi.org/viewpdf.php?r=821689333,
730-589,White,E,Round,1.51,1.00–1.99ct,VVS2,EX,EX,EX,7.48 X 7.53 X 4.46,59.4,58,0.99,IGI,756529298,https://api.igi.org/viewpdf.php?r=756529298,
733-128,White,D,Round,1.5,1.00–1.99ct,VS1,IDEAL,EX,EX,7.33 X 7.37 X 4.43,60.2,59,0.99,IGI,769654840,https://api.igi.org/viewpdf.php?r=769654840,
753-488,White,D,Round,1.5,1.00–1.99ct,VS1,EX,EX,EX,7.3 X 7.33 X 4.52,61.8,61,1,IGI,795647764,https://api.igi.org/viewpdf.php?r=795647764,
735-229,White,D,Round,1.5,1.00–1.99ct,VS1,EX,EX,EX,7.43 X 7.47 X 4.45,59.7,63,0.99,IGI,771661550,https://api.igi.org/viewpdf.php?r=771661550,
750-145,White,F,Round,1.5,1.00–1.99ct,VS1,IDEAL,EX,EX,7.37 X 7.42 X 4.49,60.6,55,0.99,IGI,790622318,https://api.igi.org/viewpdf.php?r=790622318,
760-195,White,F,Round,1.5,1.00–1.99ct,VS1,IDEAL,EX,EX,7.33 X 7.37 X 4.48,61,58,0.99,IGI,818696494,https://api.igi.org/viewpdf.php?r=818696494,
759-79,White,F,Round,1.5,1.00–1.99ct,VS1,IDEAL,EX,EX,7.3 X 7.36 X 4.55,62.1,57,0.99,IGI,817605905,https://api.igi.org/viewpdf.php?r=817605905,
744-319,White,D,Round,1.5,1.00–1.99ct,VS1,IDEAL,EX,EX,7.44 X 7.46 X 4.44,59.6,58,1,IGI,803618133,https://api.igi.org/viewpdf.php?r=803618133,
730-350,White,G,Round,1.5,1.00–1.99ct,VS1,IDEAL,EX,EX,7.47 X 7.52 X 4.4,58.7,60,0.99,IGI,756529303,https://api.igi.org/viewpdf.php?r=756529303,
747-24,White,G,Round,1.5,1.00–1.99ct,VS1,IDEAL,EX,EX,7.34 X 7.39 X 4.49,60.9,59,0.99,IGI,786622373,https://api.igi.org/viewpdf.php?r=786622373,
742-327,White,D,Round,1.5,1.00–1.99ct,VVS2,EX,EX,VG,7.23 X 7.28 X 4.54,62.7,58,0.99,IGI,781626041,https://api.igi.org/viewpdf.php?r=781626041,
751-115,White,F,Round,1.5,1.00–1.99ct,VS1,EX,EX,EX,7.42 X 7.48 X 4.37,58.6,61,0.99,IGI,795654459,https://api.igi.org/viewpdf.php?r=795654459,
756-48,Fancy Colour,Fancy Intense Pink,Round,1.85,1.00–1.99ct,VS2,IDEAL,EX,EX,7.94 X 7.98 X 4.81,60.3,59,0.99,IGI,813658012,https://api.igi.org/viewpdf.php?r=813658012,
