stock_no,category,colour,shape,carat,carat_band,clarity,cut,polish,symmetry,measurements,depth_pct,table_pct,ratio,lab,cert_no,verify_url,video_url
761-457,White,E,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.13 X 8.17 X 4.98,61.1,56,1,IGI,823684189,https://api.igi.org/viewpdf.php?r=823684189,
750-38,White,G,Round,2.01,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.13 X 8.17 X 4.96,60.9,59,1,IGI,790622308,https://api.igi.org/viewpdf.php?r=790622308,
755-202,White,F,Round,2.01,2.00–2.99ct,VVS2,EX,EX,EX,8.01 X 8.05 X 5.03,62.6,58,1,IGI,803617892,https://api.igi.org/viewpdf.php?r=803617892,
742-13,White,F,Round,2.01,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.02 X 8.08 X 4.98,61.9,58,0.99,IGI,782627631,https://api.igi.org/viewpdf.php?r=782627631,
756-204,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.08 X 8.11 X 5.03,62.2,57,1,IGI,813658022,https://api.igi.org/viewpdf.php?r=813658022,
746-288,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.16 X 8.2 X 4.97,60.8,57,1,IGI,795647968,https://api.igi.org/viewpdf.php?r=795647968,
747-146,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VS1,IDEAL,EX,EX,8.19 X 8.23 X 4.93,60.1,59,1,IGI,802623579,https://api.igi.org/viewpdf.php?r=802623579,
760-543,White,G,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.16 X 8.23 X 4.9,59.8,59,0.99,IGI,821689280,https://api.igi.org/viewpdf.php?r=821689280,
747-96,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VS1,IDEAL,EX,EX,8.1 X 8.13 X 4.99,61.5,59,1,IGI,807660726,https://api.igi.org/viewpdf.php?r=807660726,
746-46,Fancy Colour,Fancy Pink,Round,2.02,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.06 X 8.12 X 5.02,62,58,0.99,IGI,792648538,https://api.igi.org/viewpdf.php?r=792648538,
705-13,Fancy Colour,Fancy Vivid Pink,Round,2.02,2.00–2.99ct,VS1,IDEAL,EX,EX,8.13 X 8.16 X 4.99,61.3,58,1,IGI,719563570,https://api.igi.org/viewpdf.php?r=719563570,
745-146,White,F,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.06 X 8.1 X 4.98,61.6,59,1,IGI,784678253,https://api.igi.org/viewpdf.php?r=784678253,
746-532,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.09 X 8.12 X 5,61.6,57,1,IGI,792648507,https://api.igi.org/viewpdf.php?r=792648507,
746-47,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VS1,IDEAL,EX,EX,8.14 X 8.16 X 4.95,60.7,59,1,IGI,795647969,https://api.igi.org/viewpdf.php?r=795647969,
761-31,White,E,Round,2,2.00–2.99ct,VS1,EX,EX,EX,8.09 X 8.16 X 4.98,61.2,59,0.99,IGI,823684095,https://api.igi.org/viewpdf.php?r=823684095,
746-928,White,G,Round,2,2.00–2.99ct,VVS2,EX,EX,EX,8.19 X 8.23 X 4.87,59.3,59,1,IGI,784678251,https://api.igi.org/viewpdf.php?r=784678251,
761-529,White,E,Round,2,2.00–2.99ct,VS2,IDEAL,EX,EX,8.08 X 8.14 X 4.94,61,58,0.99,IGI,823643256,https://api.igi.org/viewpdf.php?r=823643256,
740-205,White,F,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.13 X 8.2 X 4.94,60.6,58,0.99,IGI,779607430,https://api.igi.org/viewpdf.php?r=779607430,
761-285,White,E,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.08 X 8.11 X 5,61.8,56,1,IGI,823684088,https://api.igi.org/viewpdf.php?r=823684088,
755-19,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VS1,IDEAL,EX,EX,8.17 X 8.21 X 4.95,60.4,59,1,IGI,813658002,https://api.igi.org/viewpdf.php?r=813658002,
743-96,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.14 X 8.17 X 4.98,61,59,1,IGI,792648533,https://api.igi.org/viewpdf.php?r=792648533,
746-920,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VS1,IDEAL,EX,EX,8.18 X 8.22 X 4.93,60.1,58,1,IGI,795647971,https://api.igi.org/viewpdf.php?r=795647971,
746-531,White,G,Round,2,2.00–2.99ct,VS1,EX,EX,EX,8.07 X 8.11 X 4.99,61.7,59,1,IGI,786622120,https://api.igi.org/viewpdf.php?r=786622120,
751-3,White,E,Round,2,2.00–2.99ct,VVS2,EX,EX,EX,8.16 X 8.19 X 4.87,59.6,60,1,IGI,790622198,https://api.igi.org/viewpdf.php?r=790622198,
746-17,Fancy Colour,Fancy Pink,Round,2.02,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.08 X 8.11 X 5.01,61.9,57,1,IGI,792648536,https://api.igi.org/viewpdf.php?r=792648536,
743-183,Fancy Colour,Fancy Pink,Round,2.02,2.00–2.99ct,VS1,IDEAL,EX,EX,8.06 X 8.13 X 4.98,61.5,57,0.99,IGI,792648534,https://api.igi.org/viewpdf.php?r=792648534,
748-1,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VS1,IDEAL,EX,EX,8.11 X 8.15 X 5,61.6,57,1,IGI,802623587,https://api.igi.org/viewpdf.php?r=802623587,
760-443,White,F,Round,2,2.00–2.99ct,VS2,EX,EX,VG,8.08 X 8.11 X 4.92,60.8,61,1,IGI,821689319,https://api.igi.org/viewpdf.php?r=821689319,
761-360,White,F,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.12 X 8.19 X 4.93,60.5,60,0.99,IGI,823684089,https://api.igi.org/viewpdf.php?r=823684089,
761-246,White,F,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.04 X 8.09 X 4.99,61.9,56,0.99,IGI,823684096,https://api.igi.org/viewpdf.php?r=823684096,
745-86,Fancy Colour,Fancy Pink,Round,2.02,2.00–2.99ct,VS1,IDEAL,EX,EX,8.07 X 8.11 X 5,61.8,57,1,IGI,792648532,https://api.igi.org/viewpdf.php?r=792648532,
760-812,White,E,Round,2,2.00–2.99ct,VS1,EX,EX,EX,8.1 X 8.16 X 4.93,60.7,61,0.99,IGI,823643307,https://api.igi.org/viewpdf.php?r=823643307,
746-150,White,F,Round,2,2.00–2.99ct,VVS2,EX,EX,EX,7.97 X 8.03 X 5.04,63,57,0.99,IGI,784678202,https://api.igi.org/viewpdf.php?r=784678202,
743-28,White,G,Round,2,2.00–2.99ct,VS1,EX,EX,EX,8.07 X 8.11 X 4.99,61.8,59,1,IGI,784678338,https://api.igi.org/viewpdf.php?r=784678338,
747-69,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VS1,IDEAL,EX,EX,8.1 X 8.15 X 4.98,61.2,58,0.99,IGI,807660742,https://api.igi.org/viewpdf.php?r=807660742,
753-14,Fancy Colour,Fancy Vivid Blue,Round,2.02,2.00–2.99ct,VS2,IDEAL,EX,EX,8.11 X 8.18 X 4.95,60.8,59,0.99,IGI,815671298,https://api.igi.org/viewpdf.php?r=815671298,
761-60,White,E,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.14 X 8.19 X 4.92,60.3,59,0.99,IGI,823643267,https://api.igi.org/viewpdf.php?r=823643267,
761-17,White,E,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.12 X 8.15 X 4.84,59.5,60,1,IGI,823684111,https://api.igi.org/viewpdf.php?r=823684111,
761-230,White,E,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.2 X 8.22 X 4.92,59.9,59,1,IGI,823643260,https://api.igi.org/viewpdf.php?r=823643260,
736-308,White,F,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.13 X 8.17 X 4.88,59.9,58,1,IGI,768675549,https://api.igi.org/viewpdf.php?r=768675549,
751-83,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VS1,IDEAL,EX,EX,8.05 X 8.08 X 4.99,61.8,57,1,IGI,802623588,https://api.igi.org/viewpdf.php?r=802623588,
747-12,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.18 X 8.21 X 4.94,60.3,59,1,IGI,802623581,https://api.igi.org/viewpdf.php?r=802623581,
746-35,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VS1,IDEAL,EX,EX,8.09 X 8.15 X 5.01,61.7,56,0.99,IGI,792648539,https://api.igi.org/viewpdf.php?r=792648539,
746-83,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.07 X 8.11 X 5.03,62.2,58,1,IGI,795647970,https://api.igi.org/viewpdf.php?r=795647970,
760-173,White,F,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.19 X 8.24 X 4.92,59.9,59,0.99,IGI,818696475,https://api.igi.org/viewpdf.php?r=818696475,
759-463,White,F,Round,2,2.00–2.99ct,VVS2,EX,EX,EX,8.11 X 8.16 X 4.88,60,58,0.99,IGI,817675018,https://api.igi.org/viewpdf.php?r=817675018,
747-208,Fancy Colour,Fancy Intense Pink,Round,2.02,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.03 X 8.09 X 5.03,62.4,57,0.99,IGI,802623584,https://api.igi.org/viewpdf.php?r=802623584,
760-72,White,E,Round,2,2.00–2.99ct,SI1,IDEAL,EX,EX,8.04 X 8.08 X 5,62,57,1,IGI,821689312,https://api.igi.org/viewpdf.php?r=821689312,
754-42,White,F,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.12 X 8.15 X 4.9,60.3,59,1,IGI,795654498,https://api.igi.org/viewpdf.php?r=795654498,
739-394,White,G,Round,2,2.00–2.99ct,VVS2,EX,EX,EX,8.08 X 8.11 X 5.04,62.3,58,1,IGI,779665189,https://api.igi.org/viewpdf.php?r=779665189,
746-160,Fancy Colour,Fancy Intense Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.09 X 8.15 X 4.96,61.1,59,0.99,IGI,792648530,https://api.igi.org/viewpdf.php?r=792648530,
748-78,Fancy Colour,Fancy Intense Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.13 X 8.15 X 5.02,61.7,56,1,IGI,802623512,https://api.igi.org/viewpdf.php?r=802623512,
759-577,White,D,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.11 X 8.17 X 4.94,60.7,58,0.99,IGI,819696640,https://api.igi.org/viewpdf.php?r=819696640,
741-308,White,F,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.13 X 8.2 X 4.95,60.6,58,0.99,IGI,782690474,https://api.igi.org/viewpdf.php?r=782690474,
754-33,Fancy Colour,Fancy Vivid Blue,Round,2.01,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.04 X 8.07 X 4.97,61.8,57,1,IGI,815671301,https://api.igi.org/viewpdf.php?r=815671301,
759-632,White,F,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.06 X 8.13 X 4.94,61,56,0.99,IGI,818696478,https://api.igi.org/viewpdf.php?r=818696478,
746-283,Fancy Colour,Fancy Intense Pink,Round,2.01,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.07 X 8.1 X 4.98,61.5,58,1,IGI,792648611,https://api.igi.org/viewpdf.php?r=792648611,
760-446,White,E,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.06 X 8.12 X 4.98,61.5,58,0.99,IGI,821689316,https://api.igi.org/viewpdf.php?r=821689316,
751-95,Fancy Colour,Fancy Vivid Blue,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.08 X 8.12 X 4.96,61.2,57,1,IGI,815671300,https://api.igi.org/viewpdf.php?r=815671300,
746-425,White,F,Round,2,2.00–2.99ct,VS1,EX,EX,EX,8.01 X 8.06 X 5,62.2,58,0.99,IGI,784678297,https://api.igi.org/viewpdf.php?r=784678297,
748-145,White,F,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.14 X 8.16 X 4.93,60.5,58,1,IGI,790622194,https://api.igi.org/viewpdf.php?r=790622194,
755-325,White,G,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.13 X 8.16 X 4.95,60.8,58,1,IGI,803617923,https://api.igi.org/viewpdf.php?r=803617923,
761-286,White,E,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.13 X 8.16 X 4.92,60.4,58,1,IGI,823684090,https://api.igi.org/viewpdf.php?r=823684090,
760-335,White,E,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.06 X 8.13 X 5.03,62.2,55,0.99,IGI,821689344,https://api.igi.org/viewpdf.php?r=821689344,
761-449,White,E,Round,2,2.00–2.99ct,VS2,EX,EX,EX,8.1 X 8.11 X 5.06,62.4,55,1,IGI,823643363,https://api.igi.org/viewpdf.php?r=823643363,
759-725,White,F,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.04 X 8.1 X 4.92,60.9,57,0.99,IGI,819696644,https://api.igi.org/viewpdf.php?r=819696644,
745-42,Fancy Colour,Fancy Intense Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.07 X 8.14 X 5,61.8,57,0.99,IGI,795648024,https://api.igi.org/viewpdf.php?r=795648024,
746-777,White,F,Round,2,2.00–2.99ct,VS1,EX,EX,EX,8.03 X 8.08 X 5.06,62.8,57,0.99,IGI,784678260,https://api.igi.org/viewpdf.php?r=784678260,
745-39,White,G,Round,2,2.00–2.99ct,VVS2,EX,EX,EX,8.03 X 8.09 X 5.04,62.5,58,0.99,IGI,784678257,https://api.igi.org/viewpdf.php?r=784678257,
746-510,Fancy Colour,Fancy Pink,Round,2.01,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.04 X 8.08 X 5.03,62.4,58,1,IGI,795654853,https://api.igi.org/viewpdf.php?r=795654853,
745-7,Fancy Colour,Fancy Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.05 X 8.1 X 5.04,62.3,56,0.99,IGI,795648047,https://api.igi.org/viewpdf.php?r=795648047,
755-496,Fancy Colour,Fancy Vivid Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.08 X 8.12 X 4.96,61.2,58,1,IGI,813657990,https://api.igi.org/viewpdf.php?r=813657990,
743-518,Fancy Colour,Fancy Intense Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.18 X 8.21 X 4.89,59.7,59,1,IGI,792648523,https://api.igi.org/viewpdf.php?r=792648523,
746-108,White,F,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.14 X 8.18 X 4.91,60.2,59,1,IGI,784678296,https://api.igi.org/viewpdf.php?r=784678296,
761-535,White,E,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.11 X 8.18 X 4.9,60.2,59,0.99,IGI,824615650,https://api.igi.org/viewpdf.php?r=824615650,
747-37,Fancy Colour,Fancy Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.02 X 8.08 X 5,62.1,57,0.99,IGI,792648576,https://api.igi.org/viewpdf.php?r=792648576,
741-150,White,F,Round,2,2.00–2.99ct,VS1,VG,EX,VG,8.18 X 8.21 X 4.86,59.2,59,1,IGI,790622190,https://api.igi.org/viewpdf.php?r=790622190,
747-23,Fancy Colour,Fancy Intense Pink,Round,2.01,2.00–2.99ct,SI1,IDEAL,EX,EX,8.19 X 8.23 X 4.87,59.3,59,1,IGI,802623578,https://api.igi.org/viewpdf.php?r=802623578,
744-28,Fancy Colour,Fancy Pink,Round,2.01,2.00–2.99ct,VS1,EX,EX,EX,8.19 X 8.24 X 4.85,59,62,0.99,IGI,807660738,https://api.igi.org/viewpdf.php?r=807660738,
753-31,White,F,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.01 X 8.08 X 5,62.1,55,0.99,IGI,795654644,https://api.igi.org/viewpdf.php?r=795654644,
743-387,Fancy Colour,Fancy Intense Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.12 X 8.14 X 4.98,61.3,56,1,IGI,792648524,https://api.igi.org/viewpdf.php?r=792648524,
746-803,Fancy Colour,Fancy Intense Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.19 X 8.23 X 4.94,60.2,58,1,IGI,795647974,https://api.igi.org/viewpdf.php?r=795647974,
760-520,White,F,Round,2,2.00–2.99ct,VVS2,EX,EX,EX,8.12 X 8.17 X 4.97,61,56,0.99,IGI,821689311,https://api.igi.org/viewpdf.php?r=821689311,
746-14,Fancy Colour,Fancy Intense Pink,Round,2.01,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.05 X 8.09 X 4.99,61.8,56,1,IGI,792648575,https://api.igi.org/viewpdf.php?r=792648575,
746-837R,Fancy Colour,Fancy Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.06 X 8.11 X 4.99,61.6,58,0.99,IGI,792648531,https://api.igi.org/viewpdf.php?r=792648531,
753-34,White,F,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.13 X 8.17 X 4.88,59.8,58,1,IGI,795654641,https://api.igi.org/viewpdf.php?r=795654641,
761-782,White,E,Round,2,2.00–2.99ct,VS2,EX,EX,EX,7.99 X 8.04 X 5.05,62.9,57,0.99,IGI,824615692,https://api.igi.org/viewpdf.php?r=824615692,
742-264,White,F,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.04 X 8.08 X 4.92,61,59,1,IGI,782690451,https://api.igi.org/viewpdf.php?r=782690451,
750-67,White,F,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.06 X 8.09 X 4.95,61.3,57,1,IGI,790622333,https://api.igi.org/viewpdf.php?r=790622333,
761-275,White,E,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.14 X 8.17 X 4.95,60.7,56,1,IGI,823643263,https://api.igi.org/viewpdf.php?r=823643263,
759-300,White,F,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.07 X 8.13 X 4.95,61.2,58,0.99,IGI,818611941,https://api.igi.org/viewpdf.php?r=818611941,
746-260,Fancy Colour,Fancy Vivid Pink,Round,2.01,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.09 X 8.14 X 4.97,61.3,59,0.99,IGI,792648526,https://api.igi.org/viewpdf.php?r=792648526,
760-170,White,G,Round,2,2.00–2.99ct,VS1,EX,EX,EX,8.09 X 8.17 X 4.86,59.7,61,0.99,IGI,819696588,https://api.igi.org/viewpdf.php?r=819696588,
760-571,White,F,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.12 X 8.16 X 4.93,60.5,56,1,IGI,823643360,https://api.igi.org/viewpdf.php?r=823643360,
759-31,White,F,Round,2,2.00–2.99ct,VS1,VG,EX,EX,7.91 X 7.95 X 4.95,62.4,59,0.99,IGI,821689286,https://api.igi.org/viewpdf.php?r=821689286,
746-516,Fancy Colour,Fancy Intense Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.15 X 8.2 X 4.91,60.1,57,0.99,IGI,795647967,https://api.igi.org/viewpdf.php?r=795647967,
761-229,White,E,Round,2,2.00–2.99ct,VS1,IDEAL,EX,EX,8.06 X 8.12 X 5.01,61.9,56,0.99,IGI,823684176,https://api.igi.org/viewpdf.php?r=823684176,
760-681,White,F,Round,2,2.00–2.99ct,VS1,EX,EX,EX,8.11 X 8.14 X 4.91,60.5,57,1,IGI,823643259,https://api.igi.org/viewpdf.php?r=823643259,
761-28,White,E,Round,2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.18 X 8.21 X 4.88,59.5,60,1,IGI,823643266,https://api.igi.org/viewpdf.php?r=823643266,
760-540,White,F,Round,1.99,1.00–1.99ct,VVS2,IDEAL,EX,EX,8.08 X 8.11 X 4.9,60.6,58,1,IGI,823643370,https://api.igi.org/viewpdf.php?r=823643370,
755-509,White,E,Round,1.99,1.00–1.99ct,VVS2,EX,EX,EX,8.07 X 8.14 X 4.92,60.7,61,0.99,IGI,813658031,https://api.igi.org/viewpdf.php?r=813658031,
759-499,White,F,Round,1.99,1.00–1.99ct,VVS2,EX,EX,EX,8.04 X 8.09 X 5.05,62.7,55,0.99,IGI,823643368,https://api.igi.org/viewpdf.php?r=823643368,
758-506,White,E,Round,1.94,1.00–1.99ct,VS1,EX,EX,EX,8.13 X 8.21 X 4.8,58.7,60,0.99,IGI,817675020,https://api.igi.org/viewpdf.php?r=817675020,
754-124,Fancy Colour,Fancy Intense Pink,Round,2.01,2.00–2.99ct,VVS2,EX,VG,EX,8.2 X 8.23 X 4.85,59,60,1,IGI,802623513,https://api.igi.org/viewpdf.php?r=802623513,
751-34,White,E,Round,1.93,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.96 X 7.99 X 4.94,62,57,1,IGI,795654504,https://api.igi.org/viewpdf.php?r=795654504,
748-28,Fancy Colour,Fancy Pink,Round,2.01,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.02 X 8.06 X 5,62.3,59,1,IGI,795647989,https://api.igi.org/viewpdf.php?r=795647989,
754-76,White,F,Round,1.92,1.00–1.99ct,VVS2,IDEAL,EX,EX,8.05 X 8.08 X 4.87,60.4,57,1,IGI,803618145,https://api.igi.org/viewpdf.php?r=803618145,
746-169,Fancy Colour,Fancy Vivid Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.12 X 8.19 X 5,61.4,58,0.99,IGI,792648573,https://api.igi.org/viewpdf.php?r=792648573,
741-133,White,D,Round,1.92,1.00–1.99ct,VVS2,IDEAL,EX,EX,8.08 X 8.14 X 4.79,59.2,59,0.99,IGI,782627681,https://api.igi.org/viewpdf.php?r=782627681,
750-120,Fancy Colour,Fancy Intense Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.11 X 8.15 X 4.99,61.3,58,1,IGI,802623528,https://api.igi.org/viewpdf.php?r=802623528,
761-783,White,E,Round,1.91,1.00–1.99ct,VS1,EX,EX,EX,8.01 X 8.09 X 4.93,61.3,57,0.99,IGI,823684163,https://api.igi.org/viewpdf.php?r=823684163,
742-573,White,D,Round,1.9,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.85 X 7.9 X 4.91,62.4,59,0.99,IGI,784678211,https://api.igi.org/viewpdf.php?r=784678211,
755-24,White,F,Round,1.86,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.87 X 7.93 X 4.82,61,58,0.99,IGI,803618143,https://api.igi.org/viewpdf.php?r=803618143,
754-92,White,F,Round,1.86,1.00–1.99ct,VS2,IDEAL,EX,EX,7.82 X 7.86 X 4.86,62,57,0.99,IGI,795654506,https://api.igi.org/viewpdf.php?r=795654506,
742-382,White,F,Round,1.86,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.88 X 7.94 X 4.84,61.2,59,0.99,IGI,786622383,https://api.igi.org/viewpdf.php?r=786622383,
742-9,White,F,Round,1.86,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.81 X 7.87 X 4.89,62.3,58,0.99,IGI,784678361,https://api.igi.org/viewpdf.php?r=784678361,
746-147,White,G,Round,1.85,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.85 X 7.88 X 4.83,61.4,57,1,IGI,784678362,https://api.igi.org/viewpdf.php?r=784678362,
746-927,Fancy Colour,Fancy Pink,Round,2.01,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.04 X 8.08 X 5.04,62.5,57,1,IGI,792648529,https://api.igi.org/viewpdf.php?r=792648529,
751-2,White,F,Round,1.85,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.85 X 7.88 X 4.83,61.4,58,1,IGI,795654728,https://api.igi.org/viewpdf.php?r=795654728,
735-67,White,F,Round,1.85,1.00–1.99ct,VS1,IDEAL,EX,EX,7.93 X 7.97 X 4.82,60.7,59,0.99,IGI,769654989,https://api.igi.org/viewpdf.php?r=769654989,
746-130,Fancy Colour,Fancy Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.07 X 8.1 X 4.91,60.7,59,1,IGI,807660740,https://api.igi.org/viewpdf.php?r=807660740,
732-7,White,F,Round,1.85,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.97 X 8 X 4.77,59.8,57,1,IGI,771661645,https://api.igi.org/viewpdf.php?r=771661645,
751-11,White,D,Round,1.85,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.88 X 7.91 X 4.82,61,57,1,IGI,790622378,https://api.igi.org/viewpdf.php?r=790622378,
761-225,White,E,Round,1.85,1.00–1.99ct,VS1,IDEAL,EX,EX,7.9 X 7.95 X 4.82,60.8,59,0.99,IGI,823643305,https://api.igi.org/viewpdf.php?r=823643305,
746-171,Fancy Colour,Fancy Intense Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.06 X 8.12 X 4.99,61.6,57,0.99,IGI,795647973,https://api.igi.org/viewpdf.php?r=795647973,
738-42,White,F,Round,1.84,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.79 X 7.85 X 4.82,61.5,59,0.99,IGI,768675546,https://api.igi.org/viewpdf.php?r=768675546,
753-33,White,F,Round,1.83,1.00–1.99ct,VS2,IDEAL,EX,EX,7.92 X 7.97 X 4.77,60.1,58,0.99,IGI,795654730,https://api.igi.org/viewpdf.php?r=795654730,
754-154,White,F,Round,1.83,1.00–1.99ct,VS2,IDEAL,EX,EX,7.8 X 7.83 X 4.88,62.5,56,1,IGI,795654726,https://api.igi.org/viewpdf.php?r=795654726,
755-20,White,E,Round,1.83,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.86 X 7.89 X 4.8,60.9,58,1,IGI,803618147,https://api.igi.org/viewpdf.php?r=803618147,
742-516,White,E,Round,1.83,1.00–1.99ct,VVS2,IDEAL,EX,EX,7.94 X 7.97 X 4.78,60.2,57,1,IGI,786622384,https://api.igi.org/viewpdf.php?r=786622384,
737-11,White,D,Round,1.82,1.00–1.99ct,VS1,IDEAL,EX,EX,7.88 X 7.91 X 4.77,60.4,59,1,IGI,779607425,https://api.igi.org/viewpdf.php?r=779607425,
749-371,White,D,Round,1.81,1.00–1.99ct,VS1,IDEAL,EX,EX,7.89 X 7.92 X 4.79,60.6,58,1,IGI,790622377,https://api.igi.org/viewpdf.php?r=790622377,
749-66,White,D,Round,1.81,1.00–1.99ct,VS1,IDEAL,EX,EX,7.84 X 7.87 X 4.79,61,58,1,IGI,790622314,https://api.igi.org/viewpdf.php?r=790622314,
750-89,Fancy Colour,Fancy Intense Pink,Round,2.01,2.00–2.99ct,VS1,IDEAL,EX,EX,8.05 X 8.09 X 4.93,61.1,59,1,IGI,802623577,https://api.igi.org/viewpdf.php?r=802623577,
747-136,Fancy Colour,Fancy Intense Pink,Round,2.01,2.00–2.99ct,VS2,IDEAL,EX,EX,8.2 X 8.27 X 4.86,59.2,59,0.99,IGI,802623511,https://api.igi.org/viewpdf.php?r=802623511,
759-138,White,F,Round,1.8,1.00–1.99ct,VS1,IDEAL,EX,EX,7.74 X 7.8 X 4.81,62,56,0.99,IGI,819696595,https://api.igi.org/viewpdf.php?r=819696595,
